Gene	5760|1	5760|2	5760|3	5760|4	5760|5	5760|6	5760|7	5760|8	11520|1	11520|2	11520|3	11520|4	11520|5	11520|6	11520|7	11520|8	11520|9	11520|10	11520|11	11520|12	5760|9	5760|10	5760|11	5760|12	5760|13	5760|14	5760|15	5760|16	11520|13	11520|14	11520|15	11520|16	11520|17	11520|18	11520|19	11520|20	11520|21	11520|22	11520|23	11520|24	5760|17	5760|18	5760|19	5760|20	5760|21	5760|22	5760|23	5760|24	5760|25	5760|26	5760|27	5760|28	8640|1	8640|2	8640|3	8640|4	5760|29	5760|30	5760|31	5760|32	8640|5	8640|6	8640|7	8640|8
AT5G49760	0.1447	0.0626	-0.4579	-0.4023	0.1748	0.2972	-0.3295	-0.5508	-0.5304	-0.2506	-0.7779	-0.7515	-0.1866	-0.0498	-0.6681	0.0898	-0.4288	-0.4552	0.0721	-0.2077	-0.3549	-0.5113	-0.1779	-0.7832	-0.0796	-0.1353	0.3853	0.4674	-0.5031	-0.6461	-0.1466	-0.6326	-0.4226	-0.5657	-0.5521	-0.0661	0.2643	0.3785	0.0786	0.0704	-0.2744	-0.4308	-0.8444	-0.0974	-0.7027	-0.4175	-0.6106	0.0355	0.7919	1.3873	1.3415	0.29	0.0557	-0.0453	-0.2442	0.1291	1.8796	0.878	0.1972	1.5013	1.7031	0.3558	0.7281	1.5313
AT5G49800	-0.1472	-0.0078	0.3549	0.1537	-0.1411	0.1087	0.2845	0.627	0.1933	0.206	0.3925	0.3518	-0.1886	0.2751	0.0673	0.5069	-0.0282	0.0125	-0.174	-0.1867	-0.0913	0.4624	0.0632	0.1512	-0.2263	-0.0251	-0.3878	-0.5272	0.5245	0.4326	0.4861	0.5943	0.1355	0.0435	0.2054	0.0971	-0.0699	-0.0966	-0.1098	0.0339	-0.4802	0.0734	-0.1428	-0.3258	-0.2377	0.1131	-0.5734	-0.0902	0.6168	1.3823	1.2131	0.3257	-0.3214	-0.0773	-0.0302	-0.2617	1.5547	0.7794	-0.0722	1.198	0.9939	0.2667	0.021	1.1028
AT5G49810	0.091	-0.176	0.0477	-0.2505	-0.2836	-0.2127	-0.0441	-0.2174	0.1581	-0.0476	0.0417	-0.1701	0.5207	0.1938	0.0593	0.0213	-0.1559	0.0559	-0.0335	0.1723	-0.2157	0.0006	0.2509	-0.2686	-0.2363	0.0619	-0.1618	0.1052	0.0094	0.0947	-0.0412	-0.1835	-0.1051	-0.0199	-0.298	-0.1556	0.1139	0.1969	-0.034	0.0952	-0.3302	-0.1139	-0.4549	0.1365	-0.383	-0.4285	0.0495	-0.3762	0.5743	0.3626	0.5729	0.2101	0.3644	0.2261	0.016	0.2126	0.8993	0.2195	-0.0758	0.8621	0.4874	0.0867	0.2093	0.689
AT5G49820	-0.3388	-0.3477	-0.3007	-0.4228	-0.472	-0.604	-0.2378	-0.1895	0.1126	-0.2074	0.0071	-0.0618	-0.0791	0.0982	-0.2421	-0.3393	0.1479	0.2168	0.0023	0.3223	-0.3507	-0.3032	0.1587	-0.3075	-0.2131	-0.091	-0.138	-0.1291	-0.2526	-0.6204	-0.3062	-0.3282	-0.0303	-0.3982	-0.1059	-0.084	0.36	0.58	0.3988	0.3773	-0.1284	-0.0809	-0.0405	0.381	-0.0852	-0.2244	-0.3676	0.0443	-0.2279	-0.1372	0.0375	0.0224	-0.1223	-0.0706	-0.1249	-0.0022	0.0102	0.2209	0.0094	-0.125	-0.2839	-0.0096	0.0926	0.0058
AT5G49830	-0.3724	-0.1518	-0.357	-0.1314	-0.2806	-0.4483	-0.2192	-0.2592	0.1159	-0.1797	0.0546	-0.4628	-0.3007	-0.2377	-0.5505	-0.187	-0.2955	0.222	-0.0124	0.2832	-0.2754	-0.6479	-0.2591	-0.0606	0.0359	-0.1897	0.0155	-0.205	-0.4636	-0.2054	-0.3788	-0.3024	-0.3728	-0.1147	-0.2116	-0.288	0.392	0.5711	0.1328	0.7475	-0.1847	-0.5572	0.0263	-0.1684	0.0302	-0.1957	-0.3611	0.4712	-0.5402	-0.4854	-0.4994	-0.5111	-0.6475	-0.2867	-0.3537	-0.2622	0.271	-0.139	-0.0108	-0.2871	-0.1139	0.1568	0.3545	0.2394
AT5G49840	-0.1562	-0.1996	-0.2504	-0.2518	-0.2305	-0.5168	0.0107	-0.7815	0.187	0.5517	0.4107	0.2041	0.2677	0.2984	0.0624	0.4459	0.1927	0.3994	0.5403	0.1756	-0.2833	-0.4897	0.116	0.4149	-0.2632	-0.2618	-0.211	-0.1676	0.435	0.1925	0.1964	0.5145	0.2653	0.0227	0.3448	0.0267	0.4288	0.5663	0.5049	0.8069	-0.4529	-0.6594	0.626	-0.0537	0.2452	0.0645	0.2512	0.8372	-0.239	-0.2286	-0.1667	-0.5115	-0.1493	-0.154	-0.1134	-0.2369	-0.1219	-0.0282	-0.0663	-0.1	0.2535	0.0377	0.0992	0.4132
AT5G49850	-0.3109	-0.1432	-0.6979	-1.0162	0.4528	0.6832	0.3165	-1.0493	-0.8919	-0.6085	-1.0414	-1.2298	-0.6595	-0.1765	-0.9434	0.1651	-0.9756	-0.7871	-0.3542	-0.6376	-0.8175	0.5366	-0.3873	-0.1617	-0.762	-0.4436	0.1111	-0.0567	-0.8692	-0.5295	0.2613	-0.0396	-1.129	-0.7894	-0.2994	0.0015	0.2292	0.416	-0.2489	-0.0948	-1.0773	0.2767	-0.4096	-0.6471	-0.4216	-0.1125	-0.1976	-0.2067	-0.0204	0.4149	0.3758	-0.003	0.2159	0.8162	0.5866	0.961	1.8587	0.9118	0.6176	1.1612	1.3032	-0.0135	1.0768	1.5809
AT5G49880	-0.1802	-0.0069	0.1042	-0.6722	-0.0706	0.2383	-0.4028	-0.0034	0.1324	-0.2502	0.2877	-0.0334	0.0497	0.2963	-0.0389	0.2346	0.3237	0.6447	0.1068	0.4894	-1.2866	-0.7196	-0.7117	-0.1409	-0.3152	0.4612	0.3501	0.1768	0.0162	-0.4375	0.2436	0.1423	0.2171	-0.2366	0.3432	0.4445	0.6328	0.5859	0.607	0.4986	-1.0857	-0.5187	-0.0363	-0.5108	0.06	-0.1195	0.3967	-0.0746	0.0859	-0.0692	0.0052	-0.2375	-0.2729	-0.2451	-0.1214	-0.0561	0.4541	-0.4814	-0.3064	0.2487	-0.0258	-0.1189	0.1129	0.3654
AT5G49890	-0.3246	-0.4449	-0.6651	-0.5753	-0.1735	-0.148	0.1387	-0.5451	-0.0009	-0.2178	-0.1031	-0.163	0.3346	0.0848	0.0789	-0.0304	0.0165	0.0763	-0.0383	0.1786	-0.8483	-1.6849	-1.0215	-1.5226	-0.3959	-0.4856	-0.2654	-0.1451	-0.1275	0.2751	0.1673	0.2325	-0.367	0.0356	-0.0069	-0.0722	0.0152	0.5471	0.4113	0.456	-1.0878	-1.9244	-1.3321	-1.261	-1.7621	-0.4986	-0.8476	-1.092	1.2251	0.5127	0.423	0.7414	0.663	0.2471	0.3169	0.315	0.8863	0.2825	-0.038	0.8314	0.5871	0.2369	0.3459	0.7898
AT5G49900	-0.2671	-0.614	-0.715	-1.1759	-0.3154	-0.0932	-1.0039	-0.9978	-0.1511	0.2996	-0.2873	0.0037	0.0195	0.3059	0.1391	0.3322	0.0834	-0.2076	0.3793	-0.0714	-0.6485	-0.6525	-0.7	-0.195	-1.0962	-0.6353	-0.5343	-0.1874	0.1433	0.1376	0.1301	-0.6782	0.0595	0.0537	-0.762	0.0463	0.2387	0.6738	0.3713	0.1165	-0.7323	-0.7363	-0.0425	-0.7838	-0.2788	-0.8676	-0.9901	-0.4241	0.2593	0.2735	0.7722	0.5516	-0.0455	0.3468	0.1645	0.3364	-0.0054	-0.4283	-0.3013	0.3626	0.253	-0.3661	-0.1936	0.1521
AT5G49910	-0.0622	0.0265	0.0531	0.3499	0.1386	-0.1188	0.0997	0.1496	0.184	0.1895	-0.1358	0.1015	-0.113	-0.1096	-0.3281	-0.2745	0.2009	-0.0364	0.2889	0.2834	-0.0004	-0.0363	0.3364	0.273	0.4493	0.1525	0.1259	0.0372	0.1884	0.2968	-0.1828	0.1277	0.2263	0.3346	0.1655	-0.145	0.1973	0.4109	0.4917	0.0482	0.0375	0.0016	-0.1453	0.3743	0.3109	-0.0871	0.2115	-0.331	-0.2425	0.2152	0.0544	-0.2038	0.7983	1.0596	1.1424	0.8486	0.212	0.3528	0.7008	-0.2658	-0.4344	0.6507	0.5144	0.2229
AT5G49930	0.0915	-0.0865	-0.0629	0.0472	-0.0738	-0.1921	0.0874	-0.7789	-0.1693	-0.1336	-0.2003	-0.4401	0.3509	0.3118	-0.2651	-0.2563	-0.037	0.2028	0.2695	0.2338	-0.1378	0.4186	0.0542	0.3052	0.4503	0.3402	0.3166	0.4946	0.5424	0.5592	-0.0094	0.4839	0.4679	0.4846	0.4094	-0.0839	0.1772	1.0345	0.6513	0.4705	-0.2123	0.3441	0.434	-0.0203	0.2307	0.1769	0.9157	1.2991	0.3765	0.5179	0.467	0.0851	0.0539	0.1972	0.2461	0.2068	0.4144	-0.2591	-0.1206	0.3997	0.3601	0.0234	0.506	0.574
AT5G49940	-0.1118	-0.1166	-0.3201	-0.2814	0.3919	0.3323	0.1476	-0.0157	-0.2042	-0.0308	-0.1923	-0.1462	-0.037	-0.0133	-0.0707	0.0558	0.0625	0.0164	0.1779	0.0045	-0.3971	-0.3491	-0.9136	-0.3799	-0.0727	-0.1114	0.0921	0.0969	-0.1532	-0.3339	-0.0122	-0.0103	0.0443	-0.1365	0.1872	0.1853	0.2201	0.1652	0.0193	0.0467	-0.1996	-0.1516	0.2161	-0.716	-0.1824	0.4676	-0.156	0.192	0.1722	-0.2552	-0.1234	0.027	0.2133	0.1131	0.2044	0.2951	0.1946	0.0829	0.2215	-0.0354	0.0031	0.137	0.1586	-0.0265
AT5G49945	-0.1234	0.0392	0.2068	0.0734	-0.4726	-0.5833	0.1364	-0.1352	0.2221	0.2555	0.2877	-0.0351	0.0448	0.0812	0.0882	-0.1577	0.2	0.5228	0.4906	0.4572	-0.3771	-0.4081	-0.1257	0.0399	0.3085	0.4419	0.2743	0.1117	0.206	0.5813	-0.0095	0.3739	0.1545	0.5297	0.3224	-0.061	0.3309	0.5515	0.3463	0.3504	-0.4287	-0.4597	-0.4228	-0.1772	-0.0116	0.0806	0.2754	-0.4009	-0.0514	0.2254	0.0141	-0.0451	0.0162	0.3516	0.0663	0.2391	0.9355	0.272	0.1593	0.6287	0.9668	0.4869	0.7652	1.0669
AT5G49950	-0.2267	-0.2878	0.039	-0.4232	-0.9846	-0.3569	-0.6591	-0.4333	-0.0998	-0.0181	-0.1249	0.2133	0.1566	0.2825	-0.0471	0.2415	0.3667	0.0285	0.1353	0.0536	-0.8552	-1.0285	-0.1747	-0.7456	-0.2698	0.1924	-0.1343	-0.0733	0.1899	0.0312	0.0831	-0.0267	0.2222	0.0634	0.0056	0.1154	0.3606	0.5267	0.6047	0.4613	-0.8229	-0.9962	-0.4989	-0.1424	-0.7133	0.0595	0.01	-0.3757	0.1805	0.3302	-0.261	-0.0009	0.1705	-0.0293	-0.469	0.2875	0.0939	0.178	0.1349	0.1885	0.6095	-0.0905	0.2986	0.4091
AT5G49960	-0.1898	-0.5314	0.1537	-0.3307	-0.5236	-0.2802	-0.6985	-0.3407	-0.0053	0.1615	0.1124	0.4929	0.1791	0.4447	0.1715	-0.5284	0.5723	0.1919	0.241	0.0741	-1.3431	-0.6092	-0.7864	-0.6236	-0.2512	0.2332	-0.4519	-0.1103	0.3121	-0.608	0.1808	0.2179	0.5315	-0.3887	0.4373	0.4002	0.4045	0.8554	0.2301	0.5896	-1.1237	-0.3898	-0.6646	-0.567	-0.4042	0.0909	-0.3477	0.3566	0.1142	-0.4882	0.1201	-0.4296	0.1254	-0.0338	-0.5676	-0.0688	0.4879	0.6285	0.2762	0.117	0.7901	0.9502	0.8135	1.3796
AT5G49970	-0.0485	-0.4031	-0.2575	-0.6297	-0.435	-0.1574	-0.2839	-0.7959	0.0395	-0.0654	-0.1266	-0.0506	0.2112	-0.315	-0.3889	-0.2206	0.0016	-0.0744	-0.0132	0.0917	-0.7765	-0.7087	-0.7974	-0.9996	-0.5775	-0.2053	-0.3509	0.0037	-0.0274	0.1	0.0886	-0.3967	0.183	0.3104	-0.1863	0.299	0.3957	0.7123	0.5498	0.5409	-0.5661	-0.4983	-0.3215	-0.587	-0.7892	0.0755	-0.2798	0.0914	0.0151	-0.0685	-0.2146	0.0187	-0.0863	0.0834	-0.1388	0.0683	-0.4256	-0.2516	-0.2598	-0.1634	-0.0885	-0.2933	-0.2361	-0.1579
AT5G49980	-0.1114	-0.0764	-0.2052	-0.0502	-0.3195	-0.4958	-0.3442	-0.1715	0.0152	0.0414	-0.0178	0.1089	0.0343	0.0979	-0.0622	-0.1918	0.1827	0.0559	0.1151	0.089	-0.3662	0.0755	0.0451	-0.1316	0.0235	-0.1314	-0.0027	-0.0377	-0.3499	-0.0787	-0.1106	-0.2136	-0.2792	-0.0081	-0.1429	-0.0399	0.2743	0.4053	0.6307	0.471	-0.2955	0.1462	-0.4065	0.1158	-0.0609	-0.157	-0.1835	-0.2359	-0.7303	-0.8406	-0.5172	-0.7953	-0.5913	-0.8149	-0.7873	-0.421	-0.387	-0.5417	-0.5081	-0.2642	-0.2601	-0.339	-0.1334	-0.1561
AT5G49990	-0.3425	-0.4896	0.006	-0.4785	-0.655	-0.2649	-0.2017	-0.3998	0.1133	-0.1201	-0.1815	-0.0333	0.0196	0.0402	-0.3261	0.1233	0.0079	-0.1403	-0.0789	0.1546	2.6429	0.1347	0.0673	2.131	-0.4372	0.0473	-0.4483	-0.3012	-0.4708	-0.3906	-0.0544	-0.3219	-0.4279	-0.3478	-0.279	-0.0114	0.0415	1.2173	0.9467	0.1502	2.6859	0.1776	2.9694	0.1102	2.1739	-0.0363	3.4331	4.0186	1.0111	0.3547	0.3038	0.0328	0.3017	0.2851	0.3123	0.1285	0.5291	-0.7037	-0.6213	0.4848	0.7122	-0.2445	0.1159	0.5446
AT5G50000	-0.1088	-0.0559	0.0861	0.0199	-0.3003	-0.3295	-0.0572	-0.029	0.1739	0.0416	0.0019	0.1365	-0.192	-0.0804	-0.2731	-0.2931	0.2458	0.1112	0.1509	0.2831	-0.4461	-0.4853	-0.305	0.0253	0.1291	0.1953	0.0534	0.0005	0.0385	0.1534	0.037	0.044	0.0452	0.16	0.0507	0.0437	0.2695	0.2954	0.5483	0.5255	-0.4394	-0.4786	-0.3117	-0.2983	0.0319	0.2597	-0.1358	-0.2265	-0.1948	-0.1219	0.0773	-0.2581	0.0734	0.0473	0.1579	0.1927	0.3063	0.0005	-0.0496	-0.0614	0.0703	0.3818	0.4663	0.4527
AT5G50010	-0.3321	-0.5211	-0.4726	-0.2128	-0.3437	-0.3348	0.1474	-0.5148	0.0885	0.1319	0.0347	0.0071	0.047	0.078	-0.256	-0.0313	0.0273	0.0549	0.1521	0.1087	-0.9484	-1.355	-0.824	-2.0927	-0.1926	-0.4524	-0.501	-0.3119	-0.0252	-0.0774	-0.0154	-0.2775	0.0572	0.0049	-0.1952	0.0669	-0.0805	0.4959	0.3068	0.1042	-0.8661	-1.2727	-0.4635	-0.7416	-2.0104	-0.2151	-0.6173	-1.0835	0.3705	0.1	-0.2613	-0.0343	0.2523	0.0016	0.0175	0.2417	0.1986	-0.1538	-0.9234	0.4411	-0.0008	-0.2699	-0.3034	0.1763
AT5G50020	-0.1107	-0.2362	-0.5228	-0.3582	-1.2051	-0.6282	-0.6979	-0.8085	0.0672	-0.4183	0.3061	0.1758	-0.5181	-0.0654	0.3774	0.1128	0.4617	0.592	-0.1323	0.3531	-0.6051	-0.2131	-0.1946	-0.9001	-0.0722	-0.2369	0.0498	0.1753	-0.0647	-0.1505	-0.3837	-0.5493	0.1686	0.0827	-0.3159	-0.1503	0.838	0.6867	0.3919	0.7164	-0.3718	0.0203	-0.6658	0.0387	-0.6668	-0.3452	-0.5101	0.1273	0.085	0.2449	0.013	-0.1353	0.0278	-0.1038	0.0943	0.2572	-0.1445	-0.0342	-0.2949	0.148	0.3491	0.1741	0.2535	0.488
AT5G50090	-0.122	0.2322	0.0628	0.0372	-0.0881	-0.2105	0.1984	-0.2876	0.1614	0.1763	0.2739	0.5101	0.3451	0.1609	0.4961	0.4392	0.547	0.3108	0.2131	0.1983	-0.9161	-0.5019	-1.1953	-0.4266	0.074	0.0997	0.269	-0.0851	0.5956	0.5449	0.6644	0.0963	0.6121	0.5613	0.1128	0.6809	0.292	0.3482	0.3274	0.4554	-0.8997	-0.4855	-0.6852	-1.1789	-0.4102	0.153	-0.4988	-0.5143	0.2803	0.1483	0.0064	-0.1016	-0.6465	-0.5256	0.1295	-0.2242	0.0952	-0.1071	-0.3617	0.2507	-0.1877	0.0975	0.2508	-0.1511
AT5G50100	-0.7163	-0.6901	-0.8482	-1.0349	-0.1891	-0.3771	-0.5636	-1.3738	-0.103	0.086	-0.245	-0.4325	-0.303	-0.0286	-0.3002	-0.1561	-0.142	0.0455	0.3764	0.1875	-1.3095	-0.8334	-1.3209	-0.9089	-0.7444	-0.5577	-0.3996	-0.4258	0.2549	0.3478	0.3594	0.1297	0.1698	0.2626	0.0446	0.2743	0.0517	-0.0043	0.0065	0.2405	-1.3946	-0.9185	-0.631	-1.406	-0.994	-0.2384	-1.0606	-1.1189	0.9831	0.7815	0.9281	0.9274	0.6271	0.5692	0.1898	0.1654	0.0977	0.3655	0.34	0.7601	1.2052	-0.096	-0.1793	0.3322
AT5G50110	0.2215	-0.067	-0.0502	0.2091	-0.1411	-0.1189	-0.2461	0.0835	0.132	0.0858	0.4053	0.1496	0.5403	0.2527	0.1782	0.2609	-0.0803	0.1755	-0.144	-0.0979	0.3061	-0.1991	-0.1724	-0.5932	-0.0208	-0.2801	-0.2968	-0.0083	0.3836	0.4949	0.3906	0.2429	0.2781	0.3893	0.1374	0.2851	-0.1845	0.2577	-0.1301	0.171	0.2006	-0.3046	0.3313	-0.2779	-0.6987	0.1032	-0.1731	0.0514	0.0843	-0.3521	-0.0401	0.2525	0.5609	0.5949	0.9333	0.4399	0.3765	0.0078	0.5996	-0.2039	-0.2015	0.7391	0.932	0.4486
AT5G50120	-0.1045	-0.0015	-0.1675	-0.4382	0.5392	-0.2788	0.0861	-0.3097	-0.1914	-0.0891	0.0523	-0.3109	0.1902	-0.044	0.3826	0.3884	-0.2297	0.1335	-0.0079	-0.1102	-0.7393	-0.0179	-0.5279	-0.7084	-0.357	-0.0862	0.0797	-0.0232	-0.4183	-0.9754	0.0338	-0.1628	-0.2909	-0.8481	-0.0354	0.1613	0.077	0.2274	-0.3274	-0.1706	-0.6119	0.1095	-0.9794	-0.4005	-0.5809	0.0577	-0.6288	-0.9127	1.1382	1.1007	0.4405	0.219	0.1123	0.3288	-0.151	-0.1024	1.2578	0.385	0.3922	0.9762	0.829	0.1913	0.025	0.2274
AT5G50130	-1.1723	-1.3221	-0.5277	-1.3003	-1.1614	-1.6514	-0.212	-1.554	1.5221	0.547	0.777	0.1475	1.3336	0.7355	0.8773	0.7439	0.6039	1.2335	1.0034	1.9785	-1.1949	-1.1949	-0.9281	-0.8923	-0.8439	-0.0712	-0.8657	-0.7159	-0.0607	0.5732	0.5353	0.0879	0.2014	0.8353	0.35	0.7975	0.9037	0.9764	0.8953	0.7194	-0.9328	-0.9328	-0.7941	-0.666	-0.6301	-0.406	-0.1863	-0.4491	-0.0261	0.0908	-0.3713	-1.0747	-1.0539	-0.3317	-0.6446	-0.0928	-0.6102	-1.1369	-1.1781	0.1345	-0.0543	-0.714	-0.1651	-0.867
AT5G50150	0.1977	0.2221	0.256	0.0892	-0.2988	-0.487	-0.3797	0.2334	0.2318	0.3599	0.3641	0.4464	0.0632	-0.0575	-0.1298	-0.0537	0.7256	0.6432	0.6391	0.5109	-0.6301	-0.5058	-0.2933	-0.5032	0.3683	0.5351	0.5013	0.4768	-0.0549	-0.6175	0.0448	-0.2893	0.4278	-0.1349	0.1934	0.5275	0.5822	0.9013	0.7189	0.7373	-0.1474	-0.0231	0.0565	0.1893	-0.0205	0.3951	-0.3078	-0.0037	0.0691	0.261	0.3475	-0.4668	-0.0331	-0.152	0.1038	-0.2011	0.58	0.2784	-0.0689	0.6538	0.6774	0.2608	0.6405	0.8568
AT5G50170	0.6876	-0.1176	-0.0567	-0.8546	-0.5046	-0.018	-0.432	0.4458	0.4805	0.101	-0.094	0.2953	0.3332	0.2165	-0.0405	0.083	0.5001	0.1108	0.3058	0.6853	1.4501	-0.6422	-0.1832	1.8665	-0.6498	0.1481	0.0872	0.8923	0.1902	-0.2386	0.4294	0.0025	0.249	-0.1798	0.0613	0.4882	0.8594	1.4039	1.2362	0.2767	1.5089	-0.5834	3.2657	-0.1244	1.9253	0.3272	3.1355	3.7072	0.9825	0.6642	0.4116	0.3801	0.0776	-0.3735	-0.0724	0.3478	-0.2298	0.0041	-0.4635	0.2564	0.0116	-0.2104	0.3733	-0.3868
AT5G50180	-0.0147	0.0224	0.0733	0.1011	-0.213	-0.1184	-0.083	0.0182	0.4873	0.2887	0.4813	0.1891	0.4121	0.2917	0.261	0.2391	0.3123	0.6045	0.4118	0.6105	-1.1601	-0.7855	-0.9696	-0.0152	0.2243	0.1964	0.1455	0.1085	0.5809	0.458	0.4027	0.4269	0.6168	0.4938	0.4629	0.4387	0.7241	0.7905	0.4437	0.6988	-1.1241	-0.7496	0.16	-0.9336	0.0207	0.4434	-0.3307	-0.4544	0.956	0.5222	0.5585	0.5143	0.3532	-0.2849	-0.1396	0.2393	0.3113	0.3813	0.0607	0.8112	0.4966	0.3486	0.5267	0.7039
AT5G50200	0.3065	0.0261	0.1198	-0.0427	0.7603	1.1592	0.9191	0.288	-1.2328	-0.8317	-1.1694	-1.8799	-1.2779	-1.3453	-0.6368	-0.5163	-1.6133	-0.9028	-0.5651	-0.9662	-0.3918	0.0494	-0.3921	-0.705	0.2239	0.3864	0.2926	0.5731	-1.1441	-0.9844	-0.5459	-0.6757	-1.3072	-1.1476	-0.8389	-0.709	-0.7028	-0.9103	-0.8462	-1.0801	-0.5549	-0.1137	-0.6607	-0.5552	-0.8681	0.5973	-0.384	-0.4135	0.4874	0.4425	0.3961	-0.5211	-0.0423	-0.2792	0.1164	0.2115	1.0961	0.0803	-0.7545	0.9371	0.407	0.1353	0.6169	-0.3137
AT5G50210	0.187	-0.0972	-0.2124	-0.4436	-0.4972	-0.3742	-0.0381	-0.7707	-0.0434	0.112	0.1079	0.2514	0.3885	-0.0147	-0.2385	-0.1665	0.3652	0.2218	0.2259	0.0705	-0.108	-0.33	-0.0737	-0.2195	-0.3298	-0.0985	0.0167	0.3009	0.0497	0.051	0.0075	0.3111	0.0917	0.0929	0.3531	0.0495	0.2524	0.6473	0.2889	0.4563	-0.066	-0.288	0.1581	-0.0317	-0.1775	-0.026	-0.1899	0.0025	0.1475	0.9812	0.8044	-0.2212	0.0106	-0.1267	-0.2357	-0.4034	1.3023	0.5653	-0.159	1.5128	1.4967	0.2322	0.2835	1.3244
AT5G50230	0.1838	-0.0279	-0.4382	-0.6702	0.0913	0.1799	0.037	-0.3354	0.2167	-0.3107	-0.0626	-0.0009	0.1907	-0.0241	-0.2348	0.361	-0.0216	-0.0833	-0.3314	0.196	0.0183	-0.071	-0.4851	0.192	-0.6909	-0.459	-0.0487	0.1631	-0.0952	-0.3774	0.1396	-0.2494	-0.1669	-0.4492	-0.3211	0.068	0.2447	0.4238	0.2276	0.3969	-0.0534	-0.1427	0.1551	-0.5567	0.1203	-0.0903	0.3018	0.6132	-0.4581	-0.7886	-0.4381	-0.6398	-0.4157	-0.2592	-0.7058	-0.6409	0.0392	-0.4419	-0.4625	-0.2338	-0.1196	-0.0126	-0.0167	-0.2055
AT5G50240	-0.1643	0.4377	-0.3588	-0.626	0.4878	1.1129	0.1882	0.3656	-0.7894	-0.6196	-0.4364	-0.3646	-0.1916	-0.4046	-0.7656	-0.675	-0.4917	-0.5635	-0.7467	-0.9165	2.5586	-0.6231	-0.4982	1.5064	-0.7531	-0.4859	0.3106	-0.2913	-0.3333	0.6699	0.3354	-0.1362	-0.4696	0.5334	-0.2725	0.1991	-0.0265	0.4948	-0.1615	-0.1877	2.4222	-0.7594	3.4059	-0.6346	1.3701	0.2836	3.6495	3.4154	0.9023	0.0416	0.1491	0.4932	0.0986	-0.052	0.0439	-0.2224	-0.5014	-0.119	-0.3552	0.3887	0.3982	-0.6632	-1.1387	-0.5654
AT5G50250	-0.2287	-0.0537	0.0418	-0.4748	-0.4422	0.0147	-0.3995	-0.7905	-0.0826	-0.0477	0.0387	-0.11	-0.1936	-0.0614	-0.2695	0.048	0.0675	0.2162	0.1298	0.095	0.3409	-0.6674	-0.8166	-0.3682	-0.2973	0.2194	0.1239	-0.0511	-0.1403	-0.2199	-0.2815	0.0186	0.074	-0.0058	0.2329	-0.0672	0.7489	0.6458	0.1229	0.3115	0.5552	-0.4532	0.6756	-0.6024	-0.154	0.1517	0.4611	0.7097	0.1832	0.2799	0.3006	0.3035	0.5777	0.695	0.7485	0.5626	0.1233	0.4092	0.5787	-0.041	0.0472	0.3198	0.4256	0.2635
AT5G50280	-0.1539	-0.3004	-0.3173	-0.3178	0.6788	-0.71	-0.7279	-0.7819	0.4377	0.4242	0.3658	0.0512	0.7232	0.1648	0.7362	-0.6577	0.3004	0.615	0.6734	0.6869	-0.3009	0.0898	0.3172	-0.124	-0.0686	-0.0681	-0.0512	0.0953	-0.0583	0.0077	-0.0482	-0.0404	0.2389	0.3047	0.2567	0.2489	0.6573	1.2178	0.7562	1.0285	-0.0037	0.387	0.1975	0.6143	0.1731	0.2252	0.1009	1.1097	0.1646	-0.6228	-0.2382	-0.5579	-0.1743	-0.2395	-0.0168	-0.2673	-0.4796	-0.4298	-0.0368	-0.2806	-0.8192	-0.2587	0.1528	-0.3891
AT5G50310	0.1511	-0.0681	0.1615	0.4357	0.0128	-0.456	-0.0763	-0.3898	0.1801	-0.1119	0.1058	0.0917	0.1714	0.0307	-0.0673	-0.5373	0.4296	0.4436	0.2259	0.5179	-1.0244	-0.3854	-0.3195	0.558	0.7736	0.4993	0.2698	0.4889	0.3498	0.0002	-0.02	0.3057	0.4904	0.1407	0.4464	0.1206	1.2162	0.9304	1.0674	0.9218	-0.8838	-0.2448	0.6514	-0.1788	0.6986	0.1242	0.0069	0.1991	0.2151	0.5086	0.3406	-0.1889	0.4398	0.2141	0.4311	0.5304	0.5259	0.1099	-0.3296	0.693	0.4204	0.039	0.3042	0.3309
AT5G50320	0.1258	-0.0514	0.2908	0.1781	0.0019	-0.0919	0.0716	0.0473	0.243	0.1524	0.0936	-0.1216	0.089	-0.3282	-0.0726	-0.1206	-0.4336	-0.2183	-0.1596	-0.069	0.5958	0.2376	0.1725	0.5596	-0.1338	-0.0212	-0.3634	-0.1862	0.2945	0.6141	0.2596	0.4724	0.0566	0.3761	0.2344	0.0217	0.3092	0.2284	0.2396	0.4968	0.3578	-0.0004	0.6989	-0.0654	0.3216	0.2836	0.6271	0.5304	-0.732	-0.4934	-0.4066	-0.7749	-0.4168	-0.4481	-0.2399	-0.3688	0.0826	-0.5488	-0.7745	-0.2491	-0.1299	-0.1768	-0.0358	0.0223
